epoch,accuracy,loss,precision,recall,roc_auc,val_accuracy,val_loss,val_precision,val_recall,val_roc_auc,train_eval_loss,train_eval_accuracy,train_eval_precision,train_eval_recall,train_eval_f1,train_eval_roc_auc,val_eval_loss,val_eval_accuracy,val_eval_precision,val_eval_recall,val_eval_f1,val_eval_roc_auc,learning_rate,accuracy_smooth,loss_smooth,precision_smooth,recall_smooth,roc_auc_smooth,val_accuracy_smooth,val_loss_smooth,val_precision_smooth,val_recall_smooth,val_roc_auc_smooth,train_eval_loss_smooth,train_eval_accuracy_smooth,train_eval_precision_smooth,train_eval_recall_smooth,train_eval_f1_smooth,train_eval_roc_auc_smooth,val_eval_loss_smooth,val_eval_accuracy_smooth,val_eval_precision_smooth,val_eval_recall_smooth,val_eval_f1_smooth,val_eval_roc_auc_smooth,learning_rate_smooth
1,0.6492934823036194,0.6852573752403259,0.6203737854957581,0.5833997130393982,0.7062603235244751,0.8556104898452759,0.4451669156551361,0.8729079365730286,0.7900591492652893,0.930522620677948,0.4603908360004425,0.8432777777777778,0.8741022391212505,0.7630931890828621,0.8148342632097145,0.9216710273704024,0.4451669156551361,0.8556104742875171,0.872907949790795,0.7900591715976332,0.8294198037023233,0.9304886696021036,7.999999797903001e-05,0.6492934823036194,0.6852573752403259,0.6203737854957581,0.5833997130393982,0.7062603235244751,0.8556104898452759,0.4451669156551361,0.8729079365730286,0.7900591492652893,0.930522620677948,0.4603908360004425,0.8432777777777778,0.8741022391212505,0.7630931890828621,0.8148342632097145,0.9216710273704024,0.4451669156551361,0.8556104742875171,0.872907949790795,0.7900591715976332,0.8294198037023233,0.9304886696021036,7.999999797903001e-05
2,0.792041003704071,0.5256093144416809,0.7599598169326782,0.7911770343780518,0.8697761297225952,0.8851613998413086,0.3600577712059021,0.8655775785446167,0.8778698444366455,0.9520418047904968,0.3732850253582001,0.882,0.8773229532898041,0.8589869682812884,0.8680581438688035,0.947313181535452,0.3600578308105469,0.8851614260174572,0.8655775962660444,0.8778698224852071,0.8716803760282021,0.952027556674386,7.999999797903001e-05,0.6949726891517639,0.6341699957847595,0.6650413155555726,0.6498884558677673,0.7585853815078736,0.8650667810440062,0.4179319894313812,0.8705622220039368,0.8181585717201232,0.9374087595939636,0.43251697659492494,0.8556688888888889,0.8751328676551877,0.7937791984263585,0.831865905020623,0.9298765167032184,0.41793200850486756,0.865066778841098,0.8705622366628748,0.8181585798816569,0.8429431868466045,0.937381113465234,7.999999797903001e-05
3,0.839239776134491,0.4519073665142059,0.8043866157531738,0.8527683615684509,0.9122074246406556,0.8970448970794678,0.3356394171714782,0.8710562586784363,0.9017751216888428,0.9589450359344482,0.3458729684352875,0.8957777777777778,0.8817715959004392,0.8884927464961888,0.8851194121249234,0.955889986801752,0.3356393575668335,0.8970449048270059,0.8710562414266118,0.901775147928994,0.8861495522735202,0.958931193420799,7.999999797903001e-05,0.7411381569862365,0.5758459544181824,0.709631811618805,0.714810025691986,0.8077444353103638,0.875299778175354,0.39159836630821226,0.8707203137397765,0.8449158677101134,0.9443003680229187,0.40479089398384094,0.8685037333333334,0.8772572606936682,0.8240875338087041,0.8489070272939991,0.9382008271347492,0.3915983602046966,0.8752997791565886,0.8707203181872706,0.8449158816568048,0.8567692237832176,0.9442771390510148,7.999999797903001e-05
4,0.8631890416145325,0.41120246052742,0.8295342326164246,0.8788089752197266,0.9304211139678956,0.9032495617866516,0.3270402550697326,0.8734463453292847,0.9147928953170776,0.9623118042945862,0.3354872167110443,0.9022222222222224,0.8809466889792015,0.906073272682567,0.8933333333333333,0.9598095921293202,0.327040284872055,0.9032495530550004,0.8734463276836159,0.914792899408284,0.8936416184971099,0.9623149935721996,7.999999797903001e-05,0.7801944400672912,0.5231600363731385,0.7480005863380432,0.767289689540863,0.8470009724807739,0.8842437089309692,0.37093977071189876,0.8715926438484192,0.8672765165443419,0.9500640276298524,0.382613717256546,0.8792936497777779,0.8784378777450388,0.8503229702483402,0.8631234452265861,0.9451156319330118,0.3709397760982513,0.8842437068040805,0.871592641226101,0.8672765273372782,0.8685683900916631,0.9500492524977939,7.999999797903001e-05
5,0.8745203614234924,0.3885536789894104,0.8387833833694458,0.8952897787094116,0.9388088583946228,0.9086129069328308,0.3227932751178741,0.8742194175720215,0.9278106689453124,0.963987410068512,0.3298891186714172,0.9066111111111111,0.8811577082102776,0.9170149987705926,0.898728839086692,0.961897721825548,0.3227932751178741,0.9086128930486908,0.8742194469223907,0.927810650887574,0.9002181651165461,0.964088193004224,7.999999797903001e-05,0.8103787349012757,0.48008600201034546,0.777051081388092,0.8082497180747985,0.8763794959732054,0.892041852291565,0.3555328921218109,0.872433211439972,0.8866474453126525,0.9545195100102235,0.3657418457093048,0.8880352374044445,0.8793082234939151,0.871664419375461,0.87451717126182,0.9504859006986235,0.3555328957845306,0.8920418464023557,0.8724332190489137,0.8866474468733728,0.8786963180996257,0.9545417134598515,7.999999797903001e-05
6,0.8824432492256165,0.3744233548641205,0.8455356359481812,0.9062438011169434,0.9439006447792052,0.9091387391090392,0.3194383680820465,0.8731956481933594,0.9306508898735046,0.9651365280151368,0.325486958026886,0.9092777777777776,0.8816484677703417,0.9231620358986968,0.9019278121434148,0.9632690357154196,0.3194383978843689,0.909138710695131,0.8731956473462137,0.9306508875739644,0.9010082493125572,0.9652439204654892,7.999999797903001e-05,0.8334393794850647,0.44627395492355343,0.7989661388473205,0.8396078246482849,0.8979862635911253,0.8975128560731567,0.34398264442908627,0.872677191201056,0.9007285475721252,0.9579169557717957,0.35286028165093075,0.8948328503239111,0.8800571016623717,0.8881436566628964,0.8832885763439303,0.9545765039039983,0.34398265645647885,0.8975128429760438,0.8726771961040496,0.9007285478975621,0.8858361360877638,0.9579664197016555,7.999999797903001e-05
7,0.8874317407608032,0.3678120374679565,0.8515999913215637,0.910326600074768,0.94587641954422,0.9097697138786316,0.3170136511325836,0.8736959099769592,0.9315976500511168,0.965989589691162,0.3220672607421875,0.9113333333333332,0.8834154351395731,0.9259896729776248,0.9042016806722688,0.964274069432286,0.3170136213302612,0.9097696918708592,0.8736958934517203,0.9315976331360948,0.9017182130584191,0.9660189743291124,7.999999797903001e-05,0.850716935093301,0.42116614133776237,0.8158089716390783,0.8622378327847595,0.9133111134961156,0.9014350505709087,0.3353525665742054,0.8730031812093451,0.9106066603654025,0.9605001986259929,0.3430065149601329,0.9001130048869262,0.8811317683750761,0.9002543818836095,0.8899807697289988,0.9576797248730504,0.3353525652160892,0.9014350346223847,0.8730031792553041,0.9106066551738925,0.8909184007183735,0.9605432371824417,7.999999797903001e-05
8,0.8891472220420837,0.360318511724472,0.8526800274848938,0.913264274597168,0.9481126070022584,0.910400688648224,0.3140220940113067,0.8722136616706848,0.9353846311569214,0.966439425945282,0.3180047869682312,0.9143333333333332,0.8821006260143751,0.9354561101549054,0.9079952267303104,0.9650340129408528,0.3140220642089844,0.9104006730465874,0.8722136393732068,0.9353846153846154,0.9026952946550936,0.9665791560096572,7.999999797903001e-05,0.8630146269169114,0.40169489986150947,0.8276077095097393,0.8785662941647303,0.9244475914180814,0.9043040547556496,0.32852681535407785,0.8727505349569739,0.9185356110186886,0.9624007513681654,0.33500596200272437,0.9046635099897764,0.8814418028196518,0.9115189349304241,0.8957453959694185,0.9600330970547472,0.32852680489381564,0.9043040389181296,0.872750526493033,0.9185356024413238,0.8946870067781239,0.9624747312071507,7.999999797903001e-05
9,0.8922622203826904,0.3527044057846069,0.8552601337432861,0.9176458716392516,0.9504823088645936,0.9111368060112,0.3113113641738891,0.8729038238525391,0.9363313317298888,0.9672240614891052,0.3149527311325073,0.9156666666666666,0.8836696822083043,0.9366855175805262,0.9094055860587252,0.96566748922904,0.3113113939762115,0.9111368177516036,0.8729037952338923,0.9363313609467456,0.9035057668151192,0.9671363813499724,7.999999797903001e-05,0.8723738568259607,0.38601794175690063,0.8364564852644742,0.8910717589565771,0.9327787010009654,0.9064905351574257,0.32301787097641743,0.8727995874035547,0.9242302416462727,0.9639442106068661,0.3285889281242549,0.9081845201263814,0.8821547242240206,0.9195722413784567,0.9001166567979967,0.9618361025505209,0.3230178734001823,0.9064905281448413,0.872799572490108,0.9242302451630587,0.8975090099899623,0.9639664592528536,7.999999797903001e-05
10,0.8959414958953857,0.3471325635910034,0.8577638268470764,0.9236208200454712,0.9518691301345824,0.9118729829788208,0.3090075850486755,0.8730998039245605,0.9379881620407104,0.9677432179450988,0.3123493790626526,0.917,0.8840814437760296,0.9395131546594542,0.91095482179044,0.9662563051055773,0.3090075850486755,0.91187296245662,0.8730998017184401,0.9379881656804734,0.9043815609310816,0.9677138979345934,7.999999797903001e-05,0.8799155013281768,0.37357462074381353,0.8432748345709069,0.9014874585050232,0.9388876383237228,0.9082129184602722,0.31853457947954,0.8728956566902766,0.9286327761724926,0.9651598929551006,0.32339227242454216,0.9110054736859394,0.8827712744806635,0.9259533336283758,0.9035848695955785,0.9632505673681389,0.3185345811277001,0.9082129071246106,0.8728956458431743,0.9286327797286315,0.8997082262911205,0.9651656396310103,7.999999797903001e-05
11,0.8969120979309082,0.3423635065555572,0.8582444190979004,0.925463080406189,0.9530969858169556,0.91397625207901,0.3069450855255127,0.8762977719306946,0.9389349222183228,0.9680862426757812,0.3097109198570251,0.9181666666666668,0.8848064702484113,0.9414802065404476,0.9122639823694084,0.9667738811457848,0.3069450855255127,0.9139762330423808,0.8762977689419041,0.9389349112426036,0.9065356489945156,0.96809569135808,7.999999797903001e-05,0.8853544122410508,0.3635870642035715,0.8480651016195448,0.9091596575133962,0.9434346295215572,0.9100571852182683,0.31482594141425124,0.8739843335672104,0.9319294629071584,0.9660963248657184,0.3190142396029367,0.9132970554397721,0.8834225371263428,0.9309219329602387,0.906362185683204,0.9643780277769856,0.3148259425350002,0.910057171418297,0.8739843252347679,0.9319294618131025,0.9018930015562069,0.9661032561836727,7.999999797903001e-05
12,0.8994402289390564,0.3385442793369293,0.8594030141830444,0.930392324924469,0.9538745284080504,0.9149227142333984,0.3045534193515777,0.8767092823982239,0.9408283829689026,0.9684829115867616,0.3069077730178833,0.9184444444444444,0.884340405904059,0.9428325547086304,0.9126502439604904,0.9672442297975562,0.3045534491539001,0.9149227048059732,0.876709307454786,0.940828402366864,0.9076378582029913,0.9684054575832368,7.999999797903001e-05,0.8898618735844126,0.35557337304624603,0.8516932336398647,0.9159541110849394,0.9467753971652351,0.91161415450311,0.3115387343541957,0.8748563171931347,0.9347771173269166,0.9668600326164523,0.3151401702957196,0.9149442199212673,0.883716255135212,0.9347333319197241,0.9083743643319356,0.9652952124235682,0.31153874465304815,0.9116141421023534,0.8748563195451737,0.9347771227903062,0.9037313556831779,0.9668399606315332,7.999999797903001e-05
13,0.9017877578735352,0.3332469761371612,0.863063633441925,0.9310894012451172,0.95582115650177,0.9150278568267822,0.3026532828807831,0.8780703544616699,0.9391716122627258,0.9687927961349488,0.3047619760036468,0.9191111111111112,0.8858331407441645,0.9424637324809442,0.9132713843221348,0.9677152575766812,0.3026532828807831,0.9150278683352612,0.8780703695507855,0.939171597633136,0.907593778591034,0.968797911748765,7.999999797903001e-05,0.8936781565569318,0.3484289260353389,0.8553317615765239,0.9207974039361964,0.9496700401529263,0.9127065392466851,0.3086953898827037,0.8758848091190661,0.9361833557063756,0.9674785169423712,0.3118191481222563,0.9162776251020173,0.8843936585300768,0.9372070600993145,0.9099414107287994,0.9660696268725644,0.30869539688592335,0.9127065344968839,0.8758848155469695,0.9361833547400117,0.9049673310136919,0.9674665049890474,7.999999797903001e-05
14,0.9028486013412476,0.3296713531017303,0.8647711277008057,0.931338369846344,0.9564188122749328,0.9154485464096068,0.3009294867515564,0.8778440356254578,0.9405916929244996,0.968972623348236,0.3024419546127319,0.9195555555555556,0.8851382488479262,0.9445537251044996,0.9138812894016892,0.9681464660629966,0.3009295165538788,0.9154485224524136,0.8778440468301303,0.9405917159763314,0.9081352833638026,0.9691510376306276,7.999999797903001e-05,0.8966126988879128,0.34242650269658415,0.858352358736294,0.9241705130274436,0.9518296472319684,0.91358398153882,0.30621030088073653,0.8765117616011114,0.9375940236161753,0.9679566309922479,0.3088184461992085,0.9173265628471495,0.8846319274317886,0.9395579929009737,0.9112021719041242,0.9667342154135027,0.30621031517966907,0.9135839706426534,0.876511769557581,0.937594030335634,0.9059810757657273,0.9680055554343531,7.999999797903001e-05
15,0.9026228785514832,0.3267990946769714,0.8622289896011353,0.9345250129699708,0.9572376608848572,0.916184663772583,0.2990879416465759,0.8805506229400635,0.9386982321739196,0.9692869782447816,0.300514817237854,0.9201666666666668,0.8870650791815975,0.9434472584214408,0.9143878462913316,0.9685647462074912,0.2990880012512207,0.91618466715743,0.8805506216696269,0.938698224852071,0.9086951540840876,0.9694390568378808,7.999999797903001e-05,0.8985359563802553,0.3374257321303081,0.8595928806130432,0.9274839530090524,0.9535602116008928,0.9144161998536242,0.30393114592580517,0.877804197229576,0.9379473703546535,0.9683823421130587,0.3061612849315751,0.9182353960693951,0.8854105359917275,0.9408025578675232,0.9122215877080306,0.9673199852675789,0.3039311747225656,0.9144161935273819,0.8778042022334358,0.9379473725808938,0.9068495808276026,0.9684642758834819,7.999999797903001e-05
16,0.9046092629432678,0.3233067393302917,0.8653243780136108,0.9351224899291992,0.9580821990966796,0.9171311259269714,0.2974511384963989,0.8819737434387207,0.9391716122627258,0.9695612788200378,0.2986049056053161,0.9201111111111112,0.8872310895211658,0.9430784361937546,0.9143027413587604,0.9689302600257764,0.2974511086940765,0.9171311389210222,0.881973771949322,0.939171597633136,0.9096744612563044,0.9696953401806953,7.999999797903001e-05,0.9004794144804193,0.3329076544343028,0.8614269597812249,0.9299282848234993,0.9550072475995446,0.9152849761970954,0.30185754354839517,0.8791384520165024,0.9383391277652366,0.9687596018592921,0.3037432435471722,0.9188356248827443,0.8859931131211477,0.9415308389319172,0.9128875568762642,0.967835273190202,0.30185755359344907,0.9152849760533468,0.8791384645425193,0.9383391245976113,0.9077535425647871,0.9688582164585902,7.999999797903001e-05
17,0.9051735997200012,0.3208650052547455,0.8647072315216064,0.937512457370758,0.9582496285438538,0.917551815509796,0.2954797446727752,0.8805574178695679,0.942248523235321,0.9697070717811584,0.2964120805263519,0.9214444444444444,0.8867403314917127,0.9471354806983034,0.9159434074426348,0.9692056368218316,0.2954797446727752,0.9175517930381744,0.880557398805574,0.9422485207100592,0.9103590212668649,0.9699264050454872,7.999999797903001e-05,0.9019815537570854,0.3290540066968445,0.8624766467381468,0.932355220038622,0.9560448095017235,0.9160103647771596,0.2998166479081968,0.8795925210894834,0.9395901343156636,0.9690627922342894,0.3013972713805097,0.9196704471424884,0.8862322229997286,0.9433243242971607,0.9138654290575028,0.9682737895523235,0.29981665473883345,0.9160103574884916,0.8795925235066968,0.9395901313535946,0.9085872957494521,0.9692000368063971,7.999999797903001e-05
18,0.9062570333480836,0.3180475533008575,0.8657086491584778,0.9388567805290222,0.9588689804077148,0.9178673028945924,0.2942507565021515,0.8819875717163086,0.9410650730133056,0.9699854850769044,0.2948381602764129,0.9218333333333332,0.8876339748761093,0.9468895992131792,0.916304800428291,0.9695157051876508,0.2942507863044739,0.9178672836260384,0.8819875776397516,0.9410650887573964,0.9105691056910568,0.9701490712164446,7.999999797903001e-05,0.9033497072262049,0.32553194161012866,0.8635108875126527,0.93443571939555,0.9569485441916408,0.9166045849747382,0.29803556265826225,0.8803589372900674,0.9400621146989091,0.9693580539439262,0.2992983558271987,0.9203625707235588,0.8866807836001704,0.9444652122702866,0.914646027896155,0.9686712025556283,0.2980355768398384,0.9166045738525066,0.8803589408292744,0.9400621177228111,0.9092214749307655,0.9695037278176122,7.999999797903001e-05
19,0.9065279364585876,0.3168640434741974,0.8670288920402527,0.9376120567321776,0.9591352343559264,0.9184982776641846,0.2930651009082794,0.8814683556556702,0.9434319734573364,0.9700692296028136,0.2929756939411163,0.9222222222222224,0.8871895124195032,0.9484878288664864,0.916815210932858,0.969797742416191,0.2930651009082794,0.9184982648017668,0.8814683768244139,0.9434319526627218,0.9113981936664,0.9702815466138708,7.999999797903001e-05,0.9043667405805673,0.32275821420663064,0.8646366489614847,0.9354521473432709,0.9576482850442122,0.9172105666353609,0.29644501489826774,0.8807139511670603,0.9411404695016059,0.9695856301547701,0.2972751040236523,0.9209576592031311,0.8868435768223569,0.9457524495810705,0.9153401664679,0.9690316953110083,0.2964450245417395,0.9172105549562699,0.880713960347719,0.9411404649035826,0.9099180249261685,0.9697526298324148,7.999999797903001e-05
20,0.9082434177398682,0.3156918585300445,0.8672566413879395,0.9417446851730348,0.95917147397995,0.9182879328727722,0.2909974455833435,0.8826009631156921,0.9413017630577089,0.9704269170761108,0.2906801998615265,0.9222222222222224,0.8884402399630826,0.9467666584706173,0.9166765861207,0.9701638232123588,0.2909973859786987,0.9182879377431906,0.88260097647581,0.941301775147929,0.911006757530638,0.9705490730081656,7.999999797903001e-05,0.9056072772715436,0.3204969803901231,0.8654750465379503,0.9374657594487953,0.9581357055036482,0.9175553238313325,0.294701792717492,0.8813177949906226,0.9411920834395588,0.9698548419695991,0.29516473469177207,0.9213623193692403,0.8873545090273891,0.9460769964257254,0.915767820756796,0.9693939762394405,0.29470178020156645,0.9175553174480846,0.8813178055087081,0.9411920841817735,0.9102664193595987,0.970007491648655,7.999999797903001e-05
21,0.9085820317268372,0.310163140296936,0.867516279220581,0.9422425627708436,0.9609372615814208,0.9184982776641846,0.2898249328136444,0.8828229308128357,0.9415384531021118,0.970590889453888,0.289438396692276,0.9223888888888888,0.888299711815562,0.9473813621834276,0.9168897614373251,0.9704481781966372,0.2898249924182892,0.9184982648017668,0.8828229027962716,0.9415384615384615,0.9112358263658228,0.9707849083310564,7.999999797903001e-05,0.9065591986972374,0.3171901515603032,0.8661282409963921,0.9389943365118507,0.9590322034485355,0.9178570690578451,0.29314119754826073,0.8817994384537307,0.9413029217315758,0.9700903771645716,0.2933323065319333,0.9216908216155278,0.8876569739196045,0.9464943934681902,0.9161268417745653,0.9697313208657434,0.2931412081109177,0.9178570606012628,0.8817994366407285,0.9413029249359136,0.9105766296015905,0.9702562649870234,7.999999797903001e-05
22,0.9093043208122252,0.3080790042877197,0.8677103519439697,0.9438359141349792,0.9612613916397096,0.9192343950271606,0.288773238658905,0.886256992816925,0.9386982321739196,0.9708691239356996,0.2884140312671661,0.9221666666666668,0.889957141202363,0.9445537251044996,0.9164430130613704,0.970767835342246,0.288773238658905,0.919234409506783,0.8862569832402235,0.938698224852071,0.9117241379310344,0.9710970485870036,7.999999797903001e-05,0.9074376377740335,0.3142745844330765,0.8666345164996169,0.9405436413512518,0.9597455436697111,0.9182978133680262,0.2917434507036669,0.8832258558499528,0.9404694210731259,0.9703395761313326,0.2917584584472078,0.9218430920318923,0.8883930274500873,0.9458733795918092,0.916228016586343,0.9700630054982242,0.29174345788627365,0.9182978122510292,0.8832258515525668,0.940469420909084,0.9109438322670125,0.9705253157390171,7.999999797903001e-05
23,0.9093043208122252,0.3081336319446563,0.8687907457351685,0.9422425627708436,0.9608454704284668,0.919444739818573,0.2871348559856415,0.8857907652854919,0.9398816823959352,0.9710770845413208,0.2863396406173706,0.9225555555555556,0.8898658028690422,0.9456601917875584,0.9169150077482418,0.9709996919129414,0.2871348857879638,0.9194447365653592,0.8857907651126478,0.9398816568047336,0.9120349104271934,0.9712396920030998,7.999999797903001e-05,0.9080349763462549,0.312309479636782,0.8673245098549933,0.9410872962055212,0.9600975202325128,0.9186648298322012,0.2902687003938988,0.8840466268693253,0.9402813446964249,0.9705755788225288,0.2900244367416599,0.9220710803594645,0.8888643155841529,0.945805159494449,0.9164478537581506,0.9703627451509338,0.2902687148148145,0.9186648280316148,0.8840466238917928,0.9402813363956919,0.9112929772782703,0.9707539161435235,7.999999797903001e-05
24,0.9103201031684875,0.3051603436470032,0.8693320155143738,0.9440848231315612,0.9615250825881958,0.9196550846099854,0.2858100235462188,0.8849833011627197,0.9415384531021118,0.971329391002655,0.2845769226551056,0.923,0.8888888888888888,0.9481190066388,0.9175490779298036,0.9712512867905716,0.2858099937438965,0.9196550636239352,0.8849833147942158,0.9415384615384615,0.9123853211009174,0.9714868823600556,7.999999797903001e-05,0.9087662169293693,0.3100217561200528,0.867966911665995,0.942046504821854,0.9605543401863315,0.9189817113610921,0.2888419238026412,0.8843463626432115,0.9406836193862447,0.9708167987201691,0.2882812322339625,0.9223683346444359,0.8888721790416684,0.9465455905806412,0.9168002454930796,0.9706470784756178,0.2888419240721207,0.9189817034211573,0.8843463649805682,0.9406836164413782,0.9116425273015174,0.9709884653328138,7.999999797903001e-05
25,0.9100040793418884,0.3031933903694153,0.8676624894142151,0.9457279443740844,0.9620551466941832,0.9200757145881652,0.2843386530876159,0.8864599466323853,0.9405916929244996,0.9716203212738036,0.2830705046653747,0.9227777777777778,0.8894663894663895,0.9467666584706173,0.9172224868985231,0.9715001028535262,0.2843386232852936,0.9200757177410874,0.8864599598483158,0.9405917159763314,0.9127239320165366,0.9716825383316386,7.999999797903001e-05,0.9091623329013755,0.3078366790798488,0.8678694965454254,0.9432245654785677,0.961034598268844,0.9193317923937555,0.2874008771738331,0.8850227095197472,0.9406542029184862,0.9710739259373322,0.2866137994120144,0.9224993564471053,0.8890623263775791,0.9466163323054335,0.9169353627428215,0.9709200462765486,0.287400867820336,0.919331788003535,0.8850227153382474,0.9406542082925633,0.9119885768103235,0.9712105686924377,7.999999797903001e-05
26,0.9113584160804749,0.3002556264400482,0.8701488971710205,0.9455785751342772,0.9629806876182556,0.92091703414917,0.2831291258335113,0.887006938457489,0.942011833190918,0.9717332720756532,0.2813592255115509,0.9232222222222224,0.8895684283406415,0.9477501844111138,0.9177380952380952,0.9717480840259726,0.2831290960311889,0.9209170259753916,0.8870069088477824,0.9420118343195266,0.9136822773186408,0.9718316319446,7.999999797903001e-05,0.9098650795186873,0.3054107422351126,0.868598904745616,0.9439778485683947,0.9616573468606557,0.9198390697554881,0.2860339167449301,0.8856576627798245,0.9410886446056644,0.9712849167015949,0.2849323357638661,0.9227306734951428,0.8892242790057591,0.9469791649792512,0.9171922371413092,0.9711850183563643,0.28603390084780894,0.9198390641545291,0.8856576572612986,0.9410886486211916,0.912530560972985,0.9714093089331296,7.999999797903001e-05
27,0.9114487171173096,0.3005504012107849,0.8693943023681641,0.9469228982925416,0.962317943572998,0.9211273789405824,0.2819019556045532,0.886884868144989,0.9427219033241272,0.971764087677002,0.2799097895622253,0.9235555555555556,0.8894651913324112,0.9487337103516104,0.9181439619274242,0.9719520153783342,0.2819019258022308,0.921127353033968,0.8868848808728568,0.9427218934911242,0.9139513538320332,0.9720054961052456,7.999999797903001e-05,0.9103718435502465,0.30385543310732777,0.8688534319848313,0.9449202644801217,0.9618687378086053,0.9202513286947183,0.2847116891800095,0.8860503684966772,0.9416112873955724,0.9714382514137251,0.28332512097934104,0.9229946357544749,0.8893013709502877,0.9475406194984062,0.917496789072866,0.9714304574033947,0.28471166883322396,0.9202513165959495,0.8860503688169972,0.94161128697957,0.9129852146878803,0.9716000888282066,7.999999797903001e-05
